SAMD9L	SAMHD1
SAMHD1	TREX1
SBDS	TP53
SBDS	SRP54
SBDS	TERT
SETBP1	TP53
SETBP1	SF3B1
SETBP1	SH2B3
SETBP1	SRSF2
SETBP1	SETD2
SETBP1	TET2
SETD2	TP53
SETD2	TERT
SETD2	TET2
SF3B1	TP53
SF3B1	TET2
SF3B1	SRSF2
SH2B3	TP53
SH2B3	SRSF2
SH2B3	THPO
SH2B3	TET2
SRP54	SRSF2
SRSF2	TP53
SRSF2	TET2
TAL1	TAL2
TERT	TP53
TERT	THPO
TERT	TET2
TET2	TP53
TET2	THPO
TP53	WAS
TREM2	TYROBP
WAS	WIPF1
